"GEO_ID","NAME","B25064_001E","B25064_001M",
"Geography","Geographic Area Name","Estimate!!Median gross rent","Margin of Error!!Median gross rent",
"1500000US060371926102","Block Group 2; Census Tract 1926.10; Los Angeles County; California","1503","597",
"1500000US060371926103","Block Group 3; Census Tract 1926.10; Los Angeles County; California","2068","175",
"1500000US060371926201","Block Group 1; Census Tract 1926.20; Los Angeles County; California","1400","120",
"1500000US060371926202","Block Group 2; Census Tract 1926.20; Los Angeles County; California","1552","175",
"1500000US060371927001","Block Group 1; Census Tract 1927; Los Angeles County; California","1822","220",
"1500000US060371927002","Block Group 2; Census Tract 1927; Los Angeles County; California","1582","286",
"1500000US060371941011","Block Group 1; Census Tract 1941.01; Los Angeles County; California","1831","236",
"1500000US060371941012","Block Group 2; Census Tract 1941.01; Los Angeles County; California","2288","356",
"1500000US060371941021","Block Group 1; Census Tract 1941.02; Los Angeles County; California","-","**",
"1500000US060371941022","Block Group 2; Census Tract 1941.02; Los Angeles County; California","2037","290",
"1500000US060371941023","Block Group 3; Census Tract 1941.02; Los Angeles County; California","-","**",
"1500000US060371942001","Block Group 1; Census Tract 1942; Los Angeles County; California","3068","1331",
"1500000US060371942002","Block Group 2; Census Tract 1942; Los Angeles County; California","2000","1962",
"1500000US060371942003","Block Group 3; Census Tract 1942; Los Angeles County; California","2328","778",
"1500000US060371943001","Block Group 1; Census Tract 1943; Los Angeles County; California","3,500+","***",
"1500000US060371943002","Block Group 2; Census Tract 1943; Los Angeles County; California","3,500+","***",
"1500000US060371943003","Block Group 3; Census Tract 1943; Los Angeles County; California","3,500+","***",
"1500000US060371944011","Block Group 1; Census Tract 1944.01; Los Angeles County; California","2114","162",
"1500000US060371944012","Block Group 2; Census Tract 1944.01; Los Angeles County; California","2658","162",
"1500000US060371944021","Block Group 1; Census Tract 1944.02; Los Angeles County; California","2349","372",
"1500000US060371944022","Block Group 2; Census Tract 1944.02; Los Angeles County; California","2777","175",
"1500000US060371944023","Block Group 3; Census Tract 1944.02; Los Angeles County; California","2592","432",
"1500000US060371945001","Block Group 1; Census Tract 1945; Los Angeles County; California","1865","125",
"1500000US060371945002","Block Group 2; Census Tract 1945; Los Angeles County; California","3,500+","***",
"1500000US060371951001","Block Group 1; Census Tract 1951; Los Angeles County; California","2095","1326",
"1500000US060371951002","Block Group 2; Census Tract 1951; Los Angeles County; California","-","**",
"1500000US060371951003","Block Group 3; Census Tract 1951; Los Angeles County; California","1835","911",
"1500000US060371951004","Block Group 4; Census Tract 1951; Los Angeles County; California","3,500+","***",
"1500000US060371952011","Block Group 1; Census Tract 1952.01; Los Angeles County; California","2053","138",
"1500000US060371952012","Block Group 2; Census Tract 1952.01; Los Angeles County; California","2004","330",
"1500000US060371952021","Block Group 1; Census Tract 1952.02; Los Angeles County; California","2492","1899",
"1500000US060371952022","Block Group 2; Census Tract 1952.02; Los Angeles County; California","3439","382",
"1500000US060371952023","Block Group 3; Census Tract 1952.02; Los Angeles County; California","2321","316",
"1500000US060371953001","Block Group 1; Census Tract 1953; Los Angeles County; California","1488","917",
"1500000US060371953002","Block Group 2; Census Tract 1953; Los Angeles County; California","1676","348",
"1500000US060371953003","Block Group 3; Census Tract 1953; Los Angeles County; California","1901","228",
"1500000US060371954001","Block Group 1; Census Tract 1954; Los Angeles County; California","1196","849",
"1500000US060371954002","Block Group 2; Census Tract 1954; Los Angeles County; California","1464","511",
"1500000US060371954003","Block Group 3; Census Tract 1954; Los Angeles County; California","2176","410",
"1500000US060371954004","Block Group 4; Census Tract 1954; Los Angeles County; California","1795","192",
"1500000US060371955001","Block Group 1; Census Tract 1955; Los Angeles County; California","1953","896",
"1500000US060371955002","Block Group 2; Census Tract 1955; Los Angeles County; California","1833","225",
"1500000US060371955003","Block Group 3; Census Tract 1955; Los Angeles County; California","1108","97",
"1500000US060371955004","Block Group 4; Census Tract 1955; Los Angeles County; California","1929","368",
"1500000US060371956001","Block Group 1; Census Tract 1956; Los Angeles County; California","1326","91",
"1500000US060371956002","Block Group 2; Census Tract 1956; Los Angeles County; California","1115","281",
"1500000US060371956003","Block Group 3; Census Tract 1956; Los Angeles County; California","1808","539",
"1500000US060371956004","Block Group 4; Census Tract 1956; Los Angeles County; California","1224","854",
"1500000US060371957101","Block Group 1; Census Tract 1957.10; Los Angeles County; California","3011","1270",
"1500000US060371957102","Block Group 2; Census Tract 1957.10; Los Angeles County; California","1290","238",
"1500000US060371957103","Block Group 3; Census Tract 1957.10; Los Angeles County; California","1469","139",
"1500000US060371957201","Block Group 1; Census Tract 1957.20; Los Angeles County; California","1559","297",
"1500000US060371957202","Block Group 2; Census Tract 1957.20; Los Angeles County; California","2328","186",
"1500000US060371958021","Block Group 1; Census Tract 1958.02; Los Angeles County; California","1982","492",
"1500000US060371958022","Block Group 2; Census Tract 1958.02; Los Angeles County; California","1714","210",
"1500000US060371958031","Block Group 1; Census Tract 1958.03; Los Angeles County; California","1861","187",
"1500000US060371958032","Block Group 2; Census Tract 1958.03; Los Angeles County; California","1900","228",
"1500000US060371958041","Block Group 1; Census Tract 1958.04; Los Angeles County; California","1385","732",
"1500000US060371958042","Block Group 2; Census Tract 1958.04; Los Angeles County; California","1832","222",
"1500000US060371959011","Block Group 1; Census Tract 1959.01; Los Angeles County; California","1752","237",
"1500000US060371959021","Block Group 1; Census Tract 1959.02; Los Angeles County; California","1674","793",
"1500000US060371959022","Block Group 2; Census Tract 1959.02; Los Angeles County; California","2050","363",
"1500000US060371959031","Block Group 1; Census Tract 1959.03; Los Angeles County; California","1867","267",
"1500000US060371959032","Block Group 2; Census Tract 1959.03; Los Angeles County; California","1804","179",
"1500000US060371972001","Block Group 1; Census Tract 1972; Los Angeles County; California","1578","989",
"1500000US060371972002","Block Group 2; Census Tract 1972; Los Angeles County; California","2137","566",
"1500000US060371972003","Block Group 3; Census Tract 1972; Los Angeles County; California","-","**",
"1500000US060371973001","Block Group 1; Census Tract 1973; Los Angeles County; California","2220","208",
"1500000US060371973002","Block Group 2; Census Tract 1973; Los Angeles County; California","1965","355",
"1500000US060371973003","Block Group 3; Census Tract 1973; Los Angeles County; California","1771","378",
"1500000US060371974101","Block Group 1; Census Tract 1974.10; Los Angeles County; California","2274","342",
"1500000US060371974102","Block Group 2; Census Tract 1974.10; Los Angeles County; California","1705","542",
"1500000US060371974103","Block Group 3; Census Tract 1974.10; Los Angeles County; California","2649","683",
"1500000US060371974201","Block Group 1; Census Tract 1974.20; Los Angeles County; California","1996","953",
"1500000US060371974202","Block Group 2; Census Tract 1974.20; Los Angeles County; California","1898","187",
"1500000US060371975001","Block Group 1; Census Tract 1975; Los Angeles County; California","1520","254",
"1500000US060371975002","Block Group 2; Census Tract 1975; Los Angeles County; California","1768","310",
"1500000US060371975003","Block Group 3; Census Tract 1975; Los Angeles County; California","1733","87",
"1500000US060371976001","Block Group 1; Census Tract 1976; Los Angeles County; California","2454","542",
"1500000US060371976002","Block Group 2; Census Tract 1976; Los Angeles County; California","2046","275",
"1500000US060371977001","Block Group 1; Census Tract 1977; Los Angeles County; California","1792","444",
"1500000US060371977002","Block Group 2; Census Tract 1977; Los Angeles County; California","2638","162",
"1500000US060371977003","Block Group 3; Census Tract 1977; Los Angeles County; California","2144","379",
"1500000US060371990011","Block Group 1; Census Tract 1990.01; Los Angeles County; California","1203","93",
"1500000US060371990021","Block Group 1; Census Tract 1990.02; Los Angeles County; California","1522","359",
"1500000US060371990022","Block Group 2; Census Tract 1990.02; Los Angeles County; California","1943","806",
"1500000US060371991101","Block Group 1; Census Tract 1991.10; Los Angeles County; California","2112","203",
"1500000US060371991102","Block Group 2; Census Tract 1991.10; Los Angeles County; California","1297","171",
"1500000US060371991201","Block Group 1; Census Tract 1991.20; Los Angeles County; California","1314","181",
"1500000US060371991202","Block Group 2; Census Tract 1991.20; Los Angeles County; California","1238","182",
"1500000US060371992011","Block Group 1; Census Tract 1992.01; Los Angeles County; California","1382","222",
"1500000US060371992012","Block Group 2; Census Tract 1992.01; Los Angeles County; California","1377","283",
"1500000US060371992013","Block Group 3; Census Tract 1992.01; Los Angeles County; California","1536","218",
"1500000US060371992021","Block Group 1; Census Tract 1992.02; Los Angeles County; California","1691","349",
"1500000US060371992022","Block Group 2; Census Tract 1992.02; Los Angeles County; California","1243","291",
"1500000US060371993001","Block Group 1; Census Tract 1993; Los Angeles County; California","-","**",
"1500000US060371993002","Block Group 2; Census Tract 1993; Los Angeles County; California","1401","305",
"1500000US060371994001","Block Group 1; Census Tract 1994; Los Angeles County; California","1651","224",
"1500000US060371994002","Block Group 2; Census Tract 1994; Los Angeles County; California","1525","178",
"1500000US060371994003","Block Group 3; Census Tract 1994; Los Angeles County; California","1459","299",
"1500000US060371997001","Block Group 1; Census Tract 1997; Los Angeles County; California","2097","288",
"1500000US060371997002","Block Group 2; Census Tract 1997; Los Angeles County; California","1326","345",
